Country,Year,Government Expenditure On Education (%)
TTO,1980,3.76808
TTO,1982,5.4574
TTO,1983,5.7666
TTO,1984,5.87391
TTO,1985,5.76775
TTO,1989,4.19987
TTO,1990,3.65413
TTO,1994,3.43181
TTO,1995,3.55855
TTO,1996,3.24877
TTO,1997,3.32521
TTO,1998,2.43892
TTO,1999,2.75612
TTO,2000,2.75565
TTO,2001,3.06529
TTO,2002,3.54301
TTO,2003,3.1366
TTO,2011,4.29602
TTO,2012,4.54983
TTO,2013,5.1188
TTO,2014,5.33194
TTO,2015,3.38721
TTO,2016,3.95391
TTO,2017,3.5755
TTO,2018,3.30404
TTO,2019,3.69809
TTO,2020,4.10374
TUN,1980,5.23516
TUN,1981,4.88936
TUN,1982,5.28605
TUN,1983,5.45763
TUN,1984,5.51745
TUN,1985,5.53972
TUN,1986,5.87949
TUN,1990,5.79086
TUN,1991,6.02747
TUN,1992,5.75489
TUN,1993,5.98377
TUN,1994,6.17647
TUN,1995,6.42976
TUN,1996,6.28781
TUN,1997,6.67903
TUN,1999,6.27099
TUN,2000,6.20196
TUN,2001,6.20185
TUN,2002,5.79006
TUN,2003,6.81675
TUN,2004,6.72079
TUN,2005,6.45157
TUN,2006,6.4388
TUN,2007,6.46452
TUN,2008,6.27157
TUN,2009,6.52848
TUN,2010,5.96304
TUN,2011,7.55437
TUN,2012,5.95086
TUN,2013,6.96745
TUN,2014,6.88187
TUN,2015,6.22045
TUN,2016,7.32435
TUR,1978,4.34774
TUR,1979,2.9152
TUR,1981,2.2083
TUR,1982,1.75491
TUR,1983,2.6476
TUR,1984,2.02923
TUR,1985,1.73811
TUR,1986,1.50957
TUR,1993,3.36547
TUR,1994,3.42483
TUR,1995,2.25111
TUR,1998,0.0
TUR,1999,2.88099
TUR,2000,2.51688
TUR,2001,2.63462
TUR,2002,2.72806
TUR,2003,2.85131
TUR,2004,2.98999
TUR,2006,2.72806
TUR,2010,3.7870135
TUR,2011,4.22152
TUR,2012,4.38722
TUR,2013,4.34481
TUR,2014,4.41258
TUR,2015,4.3222
TUR,2016,4.62774
TUR,2017,4.32369
TUR,2018,4.29407
TUR,2019,4.44778
TUR,2020,3.36
TKM,2012,3.04925
TKM,2019,3.12065
TCA,2000,4.71883
TCA,2001,4.84301
TCA,2002,5.06914
TCA,2003,4.72878
TCA,2005,2.541
TCA,2012,2.9757922
TCA,2013,2.6741493
TCA,2014,2.5919104
TCA,2015,3.09325
TCA,2016,2.90745
TCA,2017,2.74055
TCA,2018,2.74377
TCA,2019,2.50509
TCA,2020,3.2705
TCA,2021,4.4943
TUV,1990,7.55418
TUV,1997,3.73083
UGA,1971,3.16105
UGA,1973,3.35023
UGA,1974,3.39092
UGA,1975,3.22103
UGA,1976,2.67659
UGA,1982,2.51552
UGA,1983,1.68909
UGA,1984,2.42836
UGA,1985,3.43196
UGA,1988,5.10365
UGA,2000,2.46167
UGA,2004,4.95237
UGA,2005,2.9
UGA,2006,2.51
UGA,2007,2.34
UGA,2008,1.96
UGA,2009,1.65
UGA,2010,1.7274
UGA,2011,2.29891
UGA,2012,1.79747
UGA,2013,1.87114
UGA,2014,1.91472
UGA,2015,2.32152
UGA,2016,2.13789
UGA,2017,2.25364
UGA,2018,2.13052
UGA,2019,1.53
UGA,2020,2.58628
UGA,2021,2.66505
UKR,1970,4.57293
UKR,1997,5.45601
UKR,1998,4.44884
UKR,1999,3.61808
UKR,2000,4.02293
UKR,2001,4.52568
UKR,2002,5.24007
UKR,2003,5.40019
UKR,2004,5.12376
UKR,2005,5.8482
UKR,2006,5.97946
UKR,2007,5.90244
UKR,2008,6.15242
UKR,2009,7.05075
UKR,2010,7.39708
UKR,2011,5.93771
UKR,2012,6.4427
UKR,2013,6.4199
UKR,2014,5.87494
UKR,2015,5.74256
UKR,2016,5.00978
UKR,2017,5.41708
UKR,2018,5.31992
UKR,2019,5.4413
UKR,2020,5.38232
ARE,2011,1.6260726
ARE,2012,1.3051802
ARE,2013,1.4460303
ARE,2014,1.5373187
ARE,2015,1.7092017
ARE,2016,1.7371094
ARE,2017,1.6375691
ARE,2018,1.5107453
ARE,2019,3.86737
ARE,2020,3.87987
GBR,1870,0.1
GBR,1913,1.1
GBR,1937,4.0
GBR,1960,4.3
GBR,1971,5.03205
GBR,1972,5.15938
GBR,1973,5.44861
GBR,1974,5.391
GBR,1975,6.26878
GBR,1976,6.42422
GBR,1977,6.06335
GBR,1980,5.07012
GBR,1981,5.28842
GBR,1982,5.1887
GBR,1983,5.0615
GBR,1984,4.89906
GBR,1985,4.59409
GBR,1986,4.38084
GBR,1987,4.37181
GBR,1988,4.26831
GBR,1989,4.12511
GBR,1990,4.05552
GBR,1991,4.12248
GBR,1992,4.33449
GBR,1993,5.4
GBR,1994,4.85083
GBR,1995,4.83926
GBR,1996,4.37116
GBR,1998,4.2107
GBR,1999,3.98918
GBR,2000,4.02315
GBR,2001,4.10855
GBR,2002,4.62854
GBR,2003,4.80574
GBR,2004,4.7294
GBR,2005,4.92918
GBR,2006,4.97326
GBR,2007,4.90883
GBR,2008,4.88497
GBR,2009,5.04632
GBR,2010,5.66824
GBR,2011,5.5596
GBR,2012,5.659604
GBR,2013,5.50078
GBR,2014,5.56451
GBR,2015,5.51411
GBR,2016,5.37533
GBR,2017,5.38499
GBR,2018,5.16799
GBR,2019,5.20775
GBR,2020,5.53
USA,1960,4.0
USA,1993,5.5
USA,2010,6.719973
USA,2011,6.5215654
USA,2012,6.2758565
USA,2013,6.2509317
USA,2014,6.137388
USA,2015,4.95341
USA,2016,4.79815
USA,2017,5.10922
USA,2018,4.91233
USA,2019,4.98871
USA,2020,6.05
URY,1979,1.98713
URY,1980,2.15951
URY,1984,2.37339
URY,1985,2.56679
URY,1986,3.10283
URY,1991,2.47908
URY,1992,2.41153
URY,1994,2.27172
URY,1995,2.5214
URY,1996,2.86987
URY,1998,2.24337
URY,2000,2.42255
URY,2001,2.80096
URY,2002,2.3222
URY,2003,2.06821
URY,2004,2.49954
URY,2005,2.71475
URY,2006,2.88026
URY,2011,4.35527
URY,2012,4.3305173
URY,2013,4.51938
URY,2014,4.58498
URY,2015,4.55425
URY,2016,4.38281
URY,2017,4.47097
URY,2018,4.6628
URY,2019,4.70326
URY,2020,4.55207
UZB,2011,6.19586
UZB,2012,6.39523
UZB,2013,5.74191
UZB,2014,5.71323
UZB,2015,5.49444
UZB,2016,5.3809
UZB,2017,5.03282
UZB,2018,5.9
UZB,2019,7.00186
UZB,2020,4.92279
VUT,1994,4.11688
VUT,1998,7.64105
VUT,1999,6.16265
VUT,2000,7.00363
VUT,2001,8.95115
VUT,2002,8.13198
VUT,2003,8.44151
VUT,2008,5.95151
VUT,2009,5.16051
VUT,2014,5.18195
VUT,2015,5.60338
VUT,2017,4.53353
VUT,2019,1.77788
VUT,2020,2.24232
VEN,1970,4.16287
VEN,1971,4.17992
VEN,1972,4.83729
VEN,1974,3.94796
VEN,1975,5.19851
VEN,1977,5.25666
VEN,1980,4.40072
VEN,1981,5.18744
VEN,1982,5.00895
VEN,1983,6.05982
VEN,1984,4.06373
VEN,1987,3.92751
VEN,1988,3.62941
VEN,1990,2.44671
VEN,1992,4.31068
VEN,1993,3.81783
VEN,1994,5.00603
VEN,2006,3.66906
VEN,2007,3.62732
VEN,2009,6.87468
VEN,2015,1.93018
VEN,2016,1.19023
VEN,2017,1.34408
VNM,2008,4.88674
VNM,2009,4.8165
VNM,2010,5.13722
VNM,2011,4.81372
VNM,2012,5.53329
VNM,2013,5.652
VNM,2014,4.43838
VNM,2015,4.46576
VNM,2016,4.34481
VNM,2017,4.08554
VNM,2018,4.16745
VNM,2019,4.06197
VNM,2020,4.1116166
,1999,2.51417
,2000,2.56502
,2001,2.42614
,2002,2.5941448
,2003,2.75125
,2004,2.6811001
,2005,2.72683
,2006,2.5634
,2007,2.9463902
,2008,2.72312
,2009,3.08927
,2010,2.96306
,2011,2.6689
,2012,2.805635
,2013,2.94021
,2014,2.66667
,2015,3.05729
,2016,2.78058
,2017,3.43022
,2018,3.01322
,2019,3.02304
,2020,3.173885
OWID_WRL,1999,4.11037
OWID_WRL,2000,3.85399
OWID_WRL,2001,4.02032
OWID_WRL,2002,3.87853
OWID_WRL,2003,4.11728
OWID_WRL,2004,3.943515
OWID_WRL,2005,3.9848702
OWID_WRL,2006,3.98219
OWID_WRL,2007,4.03342
OWID_WRL,2008,4.2041454
OWID_WRL,2009,4.42207
OWID_WRL,2010,4.19864
OWID_WRL,2011,4.24209
OWID_WRL,2012,4.210355
OWID_WRL,2013,4.4313
OWID_WRL,2014,4.3998947
OWID_WRL,2015,4.3871565
OWID_WRL,2016,4.25408
OWID_WRL,2017,4.08554
OWID_WRL,2018,4.21257
OWID_WRL,2019,4.09531
OWID_WRL,2020,4.33205
YEM,2000,9.64552
YEM,2001,9.23766
YEM,2008,5.15143
YEM,2010,4.3922234
YEM,2011,5.042027
YEM,2012,5.46479
ZMB,1970,4.38781
ZMB,1971,6.09535
ZMB,1972,5.94579
ZMB,1973,5.48807
ZMB,1974,4.87801
ZMB,1975,6.23854
ZMB,1976,6.02694
ZMB,1977,5.69251
ZMB,1978,4.74075
ZMB,1979,4.15494
ZMB,1980,4.12671
ZMB,1981,4.00072
ZMB,1982,5.15487
ZMB,1983,5.38802
ZMB,1984,4.98856
ZMB,1985,4.14584
ZMB,1986,3.33899
ZMB,1987,2.66226
ZMB,1991,2.74057
ZMB,1992,2.0916
ZMB,1993,1.94208
ZMB,1994,1.79352
ZMB,1995,1.83853
ZMB,1998,2.11823
ZMB,1999,1.77495
ZMB,2000,1.78819
ZMB,2004,2.46343
ZMB,2005,1.73553
ZMB,2007,1.24076
ZMB,2008,1.09972
ZMB,2009,2.94
ZMB,2010,3.7
ZMB,2011,3.8
ZMB,2012,4.2
ZMB,2013,4.3
ZMB,2014,5.2
ZMB,2015,4.62433
ZMB,2016,3.74792
ZMB,2017,3.72964
ZMB,2018,4.73975
ZMB,2019,4.46518
ZMB,2020,3.7024
ZWE,1979,2.31784
ZWE,1980,2.54418
ZWE,1981,3.35154
ZWE,1983,4.14548
ZWE,1984,5.7915
ZWE,1985,7.41926
ZWE,1987,11.64476
ZWE,1988,12.33729
ZWE,1989,12.28423
ZWE,1990,12.45426
ZWE,1992,22.32221
ZWE,1994,44.33398
ZWE,2010,1.54406
ZWE,2012,6.07021
ZWE,2013,5.99598
ZWE,2014,6.13835
ZWE,2015,5.81279
ZWE,2016,5.47262
ZWE,2017,5.81878
ZWE,2018,3.86611
