Country,Year,Government Expenditure On Education (%)
JPN,1937,2.1
JPN,1960,4.1
JPN,1971,3.6563
JPN,1972,4.01131
JPN,1973,4.04297
JPN,1974,4.04003
JPN,1975,4.66899
JPN,1976,4.85082
JPN,1977,4.84027
JPN,1978,4.89441
JPN,1979,5.05745
JPN,1980,5.06872
JPN,1981,5.0644
JPN,1982,5.04606
JPN,1983,4.82427
JPN,1987,5.59652
JPN,1988,5.55605
JPN,1989,5.36715
JPN,1993,3.42904
JPN,1994,3.63567
JPN,1995,3.40211
JPN,1998,3.29797
JPN,1999,3.37813
JPN,2000,3.46012
JPN,2001,3.40082
JPN,2002,3.40899
JPN,2003,3.46663
JPN,2004,3.42611
JPN,2005,3.31494
JPN,2006,3.27668
JPN,2007,3.27934
JPN,2008,3.27242
JPN,2010,3.59952
JPN,2011,3.60528
JPN,2012,3.64742
JPN,2013,3.62497
JPN,2014,3.55159
JPN,2015,3.2698197
JPN,2016,3.14643
JPN,2017,3.13058
JPN,2018,3.07782
JPN,2019,3.15725
JPN,2020,3.42
JOR,1970,3.63004
JOR,1971,3.29769
JOR,1972,2.38743
JOR,1973,2.48694
JOR,1974,3.55769
JOR,1975,3.76348
JOR,1976,3.53393
JOR,1977,3.6799
JOR,1978,3.68117
JOR,1979,5.08173
JOR,1981,5.16732
JOR,1982,5.08916
JOR,1983,4.92796
JOR,1984,5.93695
JOR,1986,3.28438
JOR,1987,3.29657
JOR,1988,4.04757
JOR,1989,5.64387
JOR,1996,7.47599
JOR,1997,6.36451
JOR,1999,4.94417
JOR,2005,4.92
JOR,2006,4.66
JOR,2007,5.04
JOR,2008,3.67
JOR,2009,3.59
JOR,2010,3.1
JOR,2011,3.4
JOR,2012,3.5
JOR,2013,3.5
JOR,2014,3.8
JOR,2015,3.45
JOR,2016,3.45282
JOR,2017,3.22854
JOR,2018,2.98481
JOR,2019,2.98847
JOR,2020,3.67
JOR,2021,3.21138
KAZ,1995,4.03445
KAZ,1996,3.92371
KAZ,1997,4.37343
KAZ,1999,3.89257
KAZ,2000,3.25662
KAZ,2002,3.0297
KAZ,2004,2.25591
KAZ,2005,2.26353
KAZ,2006,2.62678
KAZ,2007,2.83139
KAZ,2008,2.58946
KAZ,2009,3.06072
KAZ,2010,3.46226
KAZ,2011,3.49352
KAZ,2012,3.90169
KAZ,2013,3.43737
KAZ,2014,3.42165
KAZ,2015,2.78858
KAZ,2016,2.9781
KAZ,2017,2.75082
KAZ,2018,2.61595
KAZ,2019,2.85697
KAZ,2020,4.4462037
KEN,1971,3.92982
KEN,1972,4.47634
KEN,1973,4.65052
KEN,1974,5.06551
KEN,1975,5.60612
KEN,1976,5.7441
KEN,1977,5.13632
KEN,1980,5.38788
KEN,1981,5.92373
KEN,1982,5.67812
KEN,1983,5.4383
KEN,1984,4.58096
KEN,1985,5.19977
KEN,1986,6.01379
KEN,1988,6.60055
KEN,1989,6.03572
KEN,1991,6.57067
KEN,1992,6.0759
KEN,1993,6.02915
KEN,1994,5.92402
KEN,1999,5.32324
KEN,2000,5.18673
KEN,2001,5.20621
KEN,2002,6.172
KEN,2003,6.49427
KEN,2004,6.79693
KEN,2005,7.33565
KEN,2006,7.04984
KEN,2010,4.81549
KEN,2011,4.70013
KEN,2012,4.93121
KEN,2013,4.83721
KEN,2014,4.7173
KEN,2015,4.7435
KEN,2016,4.89518
KEN,2017,4.96309
KEN,2018,5.10762
KEN,2019,4.97439
KEN,2020,5.07997
KEN,2021,4.79904
KIR,1970,4.79313
KIR,1971,4.26643
KIR,1974,3.13511
KIR,1999,10.87101
KIR,2000,11.18587
KIR,2001,11.98812
KIR,2011,12.97
KIR,2012,13.38438
KIR,2013,12.02653
KIR,2014,11.23237
KIR,2015,9.86296
KIR,2016,10.09359
KIR,2017,10.86316
KIR,2018,11.96829
KIR,2019,12.39466
KWT,1971,3.28734
KWT,1972,2.81575
KWT,1973,3.30369
KWT,1974,3.5216
KWT,1975,2.13554
KWT,1976,3.11508
KWT,1977,3.36867
KWT,1978,4.08185
KWT,1979,3.42856
KWT,1980,2.79102
KWT,1981,2.71914
KWT,1982,3.03351
KWT,1983,5.09027
KWT,1984,5.14888
KWT,1985,5.00762
KWT,1986,5.40084
KWT,1992,14.19883
KWT,1996,5.85961
KWT,1997,5.58263
KWT,2001,6.58583
KWT,2002,6.55111
KWT,2004,5.53507
KWT,2005,4.73834
KWT,2006,3.75998
KWT,2007,2.58
KWT,2008,2.77
KWT,2009,3.58
KWT,2010,3.57
KWT,2011,3.42
KWT,2012,3.75
KWT,2013,3.88
KWT,2014,4.4
KWT,2015,4.77148
KWT,2016,5.84771
KWT,2017,6.36549
KWT,2018,6.38917
KWT,2019,6.49243
KWT,2020,6.55126
KGZ,1994,5.58819
KGZ,1995,6.15643
KGZ,1996,4.90261
KGZ,1998,4.91963
KGZ,1999,4.08522
KGZ,2000,3.50839
KGZ,2001,3.85418
KGZ,2002,4.44546
KGZ,2003,4.47542
KGZ,2004,4.62244
KGZ,2005,4.87384
KGZ,2006,5.54986
KGZ,2007,6.467
KGZ,2008,5.91319
KGZ,2009,6.23268
KGZ,2010,5.81883
KGZ,2011,6.79062
KGZ,2012,7.38423
KGZ,2013,6.7802
KGZ,2014,5.5316
KGZ,2015,5.98551
KGZ,2016,6.58615
KGZ,2017,6.02619
KGZ,2018,5.55267
KGZ,2019,5.36675
KGZ,2020,6.2148647
LAO,1992,2.33457
LAO,1996,2.42975
LAO,1997,2.1302
LAO,2000,1.50369
LAO,2001,1.99028
LAO,2002,2.82522
LAO,2004,2.413
LAO,2005,2.41409
LAO,2006,2.95879
LAO,2007,3.07842
LAO,2008,2.27855
LAO,2009,1.65485
LAO,2010,1.70979
LAO,2011,1.70802
LAO,2012,1.82147
LAO,2013,3.23381
LAO,2014,2.93781
LAO,2015,2.736898
LAO,2016,2.7744298
LAO,2017,2.4979727
LAO,2018,2.3350122
LAO,2019,2.4753296
LAO,2020,2.29976
,1995,2.985085
,1998,3.34015
,1999,3.76492
,2000,3.77583
,2001,3.84468
,2002,3.883855
,2003,3.53505
,2004,3.745605
,2006,3.79289
,2007,3.8551652
,2008,4.63909
,2009,5.325745
,2010,4.83383
,2011,4.410675
,2012,4.5457673
,2013,4.84394
,2014,4.7600303
,2015,4.47039
,2016,4.2573414
,2017,4.3577
,2018,4.3516603
,2019,4.22566
,2020,4.24668
LVA,1996,5.25758
LVA,1997,5.51279
LVA,1998,5.80772
LVA,1999,5.53938
LVA,2000,5.27427
LVA,2001,5.44696
LVA,2002,5.60254
LVA,2003,5.05715
LVA,2004,4.83406
LVA,2006,4.68467
LVA,2007,4.63329
LVA,2008,5.36645
LVA,2009,5.52266
LVA,2010,5.03882
LVA,2011,5.07162
LVA,2012,6.58271
LVA,2013,6.99697
LVA,2014,5.28123
LVA,2015,5.28252
LVA,2016,4.6575
LVA,2017,4.36671
LVA,2018,4.24357
LVA,2019,4.42508
LVA,2020,5.97
LBN,1993,1.66652
LBN,1994,1.93126
LBN,1995,2.22463
LBN,1996,2.08467
LBN,2001,2.84148
LBN,2002,2.55271
LBN,2004,2.64095
LBN,2005,2.64619
LBN,2006,2.77976
LBN,2007,2.58357
LBN,2008,2.01479
LBN,2009,1.76571
LBN,2010,1.61331
LBN,2011,1.65252
LBN,2012,2.14809
LBN,2013,2.43245
LBN,2014,2.0
LBN,2015,2.1
LBN,2016,2.12393
LBN,2017,2.13294
LBN,2018,2.52447
LBN,2019,2.59202
LBN,2020,1.69
LSO,1971,4.64155
LSO,1972,4.52651
LSO,1973,4.86656
LSO,1974,4.23424
LSO,1983,10.09694
LSO,1984,6.42841
LSO,1985,7.08858
LSO,1988,7.21664
LSO,1989,6.20228
LSO,1993,8.57703
LSO,1994,7.02543
LSO,1995,8.64097
LSO,1997,11.36401
LSO,1999,12.49935
LSO,2000,10.09155
LSO,2001,9.36505
LSO,2002,10.10045
LSO,2003,13.21957
LSO,2004,11.10901
LSO,2005,12.07966
LSO,2006,11.27128
LSO,2008,12.32952
LSO,2011,8.1651
LSO,2012,7.66606
LSO,2013,7.29226
LSO,2014,7.1986
LSO,2015,9.0
LSO,2016,7.76075
LSO,2017,8.15689
LSO,2018,7.28536
LSO,2019,7.99171
LSO,2020,7.66936
LSO,2021,8.70264
LBR,2008,1.70166
LBR,2011,2.2398577
LBR,2012,1.77712
LBR,2013,1.69078
LBR,2014,2.20005
LBR,2015,2.17083
LBR,2016,2.14813
LBR,2017,2.6633
LBR,2018,2.50391
LBR,2019,2.27039
LBR,2020,2.30929
LBR,2021,2.69218
LBY,1999,2.26417
LIE,2003,2.46014
LIE,2004,2.43333
LIE,2006,2.05381
LIE,2007,1.92119
LIE,2008,2.04837
LIE,2011,2.55604
LTU,1995,4.76712
LTU,1996,4.84522
LTU,1997,5.45044
LTU,1998,6.11645
LTU,2001,5.84759
LTU,2002,5.80008
LTU,2003,5.11418
LTU,2004,5.17428
LTU,2005,4.8784
LTU,2006,4.82573
LTU,2007,4.59521
LTU,2008,4.8399
LTU,2009,5.58524
LTU,2010,5.29786
LTU,2011,5.11343
LTU,2012,4.75803
LTU,2013,4.60233
LTU,2014,4.48658
LTU,2015,4.22719
LTU,2016,4.00431
LTU,2017,3.8122
LTU,2018,3.89293
LTU,2019,3.97215
LUX,1970,2.30026
LUX,1971,2.85506
LUX,1972,2.7408
LUX,1973,2.81235
LUX,1975,3.42303
LUX,1976,3.61463
LUX,1977,3.6938
LUX,1978,4.33933
LUX,1979,4.40278
LUX,1980,4.55202
LUX,1981,4.68798
LUX,1982,5.27562
LUX,1983,3.31967
LUX,1986,3.78982
LUX,1987,4.08302
LUX,1988,4.01432
LUX,1989,3.87238
LUX,1995,3.65909
LUX,1996,3.47682
LUX,2001,3.53973
LUX,2010,5.2891545
LUX,2011,5.1235294
LUX,2012,3.87816
LUX,2013,3.905838
LUX,2014,3.85569
LUX,2015,3.76792
LUX,2016,3.485595
LUX,2017,3.48646
LUX,2018,3.64749
LUX,2019,3.71982
LUX,2020,4.97
MAC,1998,3.35005
MAC,1999,3.33665
MAC,2000,3.31439
MAC,2001,2.71447
MAC,2002,2.84296
MAC,2003,2.78017
MAC,2004,2.23349
MAC,2005,2.27788
MAC,2006,2.19386
MAC,2007,2.04345
MAC,2008,2.19641
MAC,2009,2.53323
MAC,2010,2.61849
MAC,2011,2.67528
MAC,2012,3.32516
MAC,2013,2.05049
MAC,2014,2.04853
MAC,2015,3.00247
MAC,2016,3.09953
MAC,2017,2.70643
MAC,2018,2.72878
MAC,2019,3.05863
MAC,2020,6.3
MDG,1972,3.21737
MDG,1973,2.71115
MDG,1974,2.67376
MDG,1975,2.51668
MDG,1976,3.25501
MDG,1977,5.05395
MDG,1979,3.97033
MDG,1980,3.35711
MDG,1981,2.87991
MDG,1982,2.32179
MDG,1983,1.98901
MDG,1984,2.20452
MDG,1985,2.07146
MDG,1993,1.77545
MDG,1997,1.53846
MDG,1998,1.58879
MDG,1999,2.40501
MDG,2000,2.43869
MDG,2001,2.7072
MDG,2002,2.23179
MDG,2003,2.61095
MDG,2004,2.81262
MDG,2005,3.30964
MDG,2006,2.83097
MDG,2007,2.90274
MDG,2008,2.55434
MDG,2009,2.82513
MDG,2010,2.75
MDG,2011,2.38168
MDG,2012,2.34067
MDG,2013,1.77694
MDG,2014,2.38123
MDG,2015,2.21012
MDG,2016,2.68719
MDG,2017,2.70137
MDG,2018,2.8441
MDG,2019,2.99486
MDG,2020,3.09571
MWI,1971,4.40479
MWI,1972,3.3834
MWI,1973,3.33149
MWI,1974,3.08709
MWI,1975,2.70379
MWI,1976,2.42231
MWI,1986,3.19867
MWI,1987,3.52508
MWI,1988,3.17144
MWI,1989,3.17635
MWI,1990,3.27054
MWI,1995,4.00885
MWI,1996,5.38126
MWI,1999,4.99491
MWI,2000,5.24797
MWI,2001,4.50898
MWI,2003,3.21566
MWI,2010,3.5398
MWI,2011,4.15262
MWI,2012,3.6798637
MWI,2013,5.41617
MWI,2014,4.83984
MWI,2015,5.60866
MWI,2016,4.74857
MWI,2017,4.03133
MWI,2018,3.32296
MWI,2019,3.71132
MWI,2020,2.90762
MYS,1971,4.55094
MYS,1979,5.08761
MYS,1980,5.72619
MYS,1981,6.69697
MYS,1982,7.03278
MYS,1984,5.6663
MYS,1985,6.11111
MYS,1986,7.24336
MYS,1987,6.326
MYS,1992,5.11143
MYS,1993,4.65463
MYS,1994,4.70529
MYS,1995,4.34255
MYS,1996,4.91385
MYS,1997,4.62038
MYS,1999,5.68679
MYS,2000,5.97161
MYS,2001,7.48447
MYS,2002,7.65793
MYS,2003,7.50288
MYS,2004,5.92389
MYS,2006,4.48576
MYS,2007,4.37254
MYS,2008,3.95852
MYS,2009,5.97418
MYS,2010,4.96645
MYS,2011,5.76294
MYS,2012,5.73903
MYS,2013,5.4812
MYS,2014,5.21264
MYS,2015,4.89487
MYS,2016,4.75192
MYS,2017,4.67531
MYS,2018,4.47865
MYS,2019,4.15661
MYS,2020,3.91697
MDV,2002,5.79186
MDV,2003,5.32407
MDV,2004,4.6616
MDV,2005,5.01684
MDV,2006,4.64524
MDV,2007,4.41788
MDV,2008,4.47029
MDV,2009,5.08169
MDV,2010,3.63328
MDV,2011,3.08073
MDV,2012,3.34086
MDV,2013,3.3883
MDV,2014,3.08859
MDV,2015,3.88751
MDV,2016,3.68699
MDV,2017,3.88747
MDV,2018,3.91249
MDV,2019,4.12159
MDV,2020,5.800467
MLI,1978,3.55959
MLI,1980,3.47066
MLI,1981,3.44794
MLI,1982,3.27885
MLI,1986,2.43537
MLI,1998,2.64959
MLI,1999,2.23184
MLI,2000,2.97156
MLI,2001,2.65845
MLI,2002,2.89623
MLI,2003,3.8056
MLI,2004,3.85922
MLI,2005,3.52218
MLI,2008,3.40356
MLI,2009,3.86904
MLI,2010,3.34389
MLI,2011,3.75423
MLI,2012,3.47949
MLI,2013,3.28465
MLI,2014,3.64819
MLI,2015,3.80152
MLI,2016,3.09478
MLI,2017,3.78977
MLI,2018,3.90557
MLI,2019,3.4841
MLI,2020,3.76343
MLI,2021,4.40148
MLT,1971,6.15197
MLT,1972,5.54999
MLT,1973,5.2697
MLT,1974,4.4931
MLT,1975,4.42221
MLT,1976,3.83189
MLT,1977,3.89761
MLT,1978,3.34883
MLT,1979,3.15364
MLT,1981,2.86533
MLT,1982,2.85408
MLT,1983,3.31469
MLT,1984,3.07872
MLT,1985,3.24834
MLT,1986,3.10572
MLT,1987,3.16532
MLT,1988,3.33824
MLT,1989,3.58874
MLT,1990,3.83142
MLT,1991,3.9203
MLT,1992,4.3141
MLT,1998,4.18472
MLT,2002,4.14305
MLT,2004,4.43493
MLT,2007,5.9475
MLT,2008,5.50121
MLT,2009,5.07039
MLT,2010,6.25004
MLT,2011,7.69613
MLT,2012,6.34546
MLT,2013,7.57924
MLT,2014,7.00421
MLT,2015,5.02398
MLT,2016,5.08446
MLT,2017,4.65163
MLT,2018,5.136471
MLT,2019,4.98806
MLT,2020,5.87
MHL,1999,13.73183
MHL,2002,8.20898
MHL,2003,11.8198
MHL,2008,17.56
MHL,2009,23.27
MHL,2010,20.59
MHL,2011,19.71
MHL,2012,15.59
MHL,2013,15.99
MHL,2014,15.67
MHL,2015,17.63
MHL,2016,15.28
MHL,2017,15.22
MHL,2018,15.2
MHL,2019,15.75
MHL,2020,13.625004
MRT,1997,1.5858
MRT,1999,1.72203
MRT,2001,2.10684
MRT,2002,2.27715
MRT,2003,2.36501
MRT,2004,1.9508
MRT,2006,1.95851
MRT,2011,2.33102
MRT,2012,2.15821
MRT,2013,2.29354
MRT,2014,2.5579643
MRT,2015,2.829566
MRT,2016,1.94406
MRT,2019,1.82437
MRT,2020,1.88116
MUS,1977,4.4409
MUS,1978,5.56597
MUS,1981,5.05398
MUS,1982,4.60378
MUS,1983,4.45373
MUS,1984,4.08681
MUS,1985,3.96309
MUS,1986,3.48357
MUS,1987,3.05736
MUS,1988,3.13145
MUS,1989,3.51567
MUS,1990,3.17034
MUS,1991,3.50989
MUS,1999,3.93976
MUS,2000,3.76911
MUS,2001,3.11486
MUS,2002,3.0609
MUS,2003,4.41583
MUS,2004,4.31307
MUS,2005,4.0782
MUS,2006,3.69751
MUS,2007,3.1854
MUS,2008,3.06307
MUS,2009,3.04731
MUS,2010,3.55147
MUS,2011,3.33207
MUS,2012,3.4182
MUS,2013,3.61579
MUS,2014,4.91695
MUS,2015,4.88667
MUS,2016,5.0136
MUS,2017,5.02313
MUS,2018,4.83459
MUS,2019,4.7193
MUS,2020,4.60817
MUS,2021,4.87728
MEX,1989,2.28201
MEX,1990,2.32498
MEX,1991,2.548
MEX,1992,3.00502
MEX,1994,3.64709
MEX,1995,3.69256
MEX,1998,3.36529
MEX,1999,3.53536
MEX,2000,3.99244
MEX,2001,4.24104
MEX,2002,4.45496
MEX,2003,5.07258
MEX,2004,4.72671
MEX,2005,4.84569
MEX,2006,4.69992
MEX,2007,4.69051
MEX,2008,4.82007
MEX,2009,5.18794
MEX,2010,5.15922
MEX,2011,5.10565
MEX,2012,5.1031
MEX,2013,4.69605
MEX,2014,5.25747
MEX,2015,5.22942
MEX,2016,4.90682
MEX,2017,4.51822
MEX,2018,4.25422
FSM,1999,6.42491
FSM,2000,6.70687
FSM,2015,12.40792
FSM,2016,13.51266
FSM,2017,12.41642
FSM,2018,9.69705
,1977,4.54958
,1982,5.447175
,1986,5.33006
,1996,4.67157
,2001,6.20185
,2004,5.37148
,2005,4.79443
,2006,4.62
,2007,4.7307596
,2008,4.2822847
,2009,4.0150948
,2010,4.0507016
,2011,3.48497
,2012,3.75
,2013,4.07384
,2014,4.025695
,2015,4.210425
,2016,4.71
,2017,4.25597
,2018,5.20723
,2019,3.86737
,2020,3.774935
MDA,1996,9.89664
MDA,1999,4.66256
MDA,2000,4.48639
MDA,2001,4.84685
MDA,2002,5.49791
MDA,2003,5.42489
MDA,2004,6.77104
MDA,2005,7.1627
MDA,2006,7.49899
MDA,2007,8.29337
MDA,2008,8.23727
MDA,2009,9.50976
MDA,2010,7.5923
MDA,2011,7.13638
MDA,2012,6.98339
MDA,2013,5.90976
MDA,2014,6.26602
MDA,2015,5.80569
MDA,2016,5.60845
MDA,2017,5.61844
MDA,2018,5.43973
MDA,2019,6.10379
MDA,2020,6.38872
MCO,1988,0.88103
MCO,1989,0.95752
MCO,1992,0.9136
MCO,1995,1.06457
MCO,1996,1.08224
MCO,1997,1.21242
MCO,1998,1.20883
MCO,1999,1.19528
MCO,2000,1.25536
MCO,2004,1.24386
MCO,2009,1.35459
MCO,2010,1.31735
MCO,2011,1.58989
MCO,2012,1.78004
MCO,2013,1.3344
MCO,2014,1.02195
MCO,2016,1.37093
MCO,2017,1.45793
MCO,2019,1.15266
MNG,1997,3.94897
MNG,1998,5.49302
MNG,1999,5.14566
MNG,2000,5.55037
MNG,2002,7.21078
MNG,2004,4.32573
MNG,2007,4.69013
MNG,2009,5.14485
MNG,2010,4.6451
MNG,2011,4.60903
MNG,2012,5.961985
MNG,2013,5.24104
MNG,2014,5.428256
MNG,2015,4.3871565
MNG,2016,5.200433
MNG,2017,4.318224
MNG,2018,9.8598385
MNG,2019,11.780941
MNG,2020,4.659912
MAR,1973,4.67169
MAR,1974,4.27549
MAR,1975,5.21271
MAR,1976,6.02712
MAR,1977,6.08425
MAR,1978,6.20183
MAR,1979,6.31548
MAR,1980,5.10486
MAR,1981,5.68926
MAR,1982,6.12268
MAR,1983,6.17467
MAR,1984,5.19013
MAR,1985,5.10217
MAR,1986,5.25928
MAR,1987,5.16214
MAR,1988,4.57782
MAR,1989,4.75733
MAR,1990,4.51049
MAR,1991,4.30316
MAR,1993,4.82497
MAR,1995,4.73481
MAR,1998,5.11554
MAR,1999,5.14016
MAR,2008,5.34215
MAR,2009,5.26064
MAR,2012,6.042976
MAR,2014,5.933515
MAR,2015,4.64598
MAR,2016,5.491934
MAR,2017,5.11832
MAR,2018,5.34885
MAR,2019,5.93136
MAR,2020,6.7543
MOZ,1998,1.89967
MOZ,1999,2.77802
MOZ,2004,3.3267
MOZ,2005,4.00578
MOZ,2006,3.87147
MOZ,2010,5.95293
MOZ,2011,6.26041
MOZ,2012,5.67216
MOZ,2013,6.11533
MOZ,2014,6.87633
MOZ,2015,6.01083
MOZ,2016,5.86504
MOZ,2017,5.50556
MOZ,2018,5.45219
MOZ,2019,6.08442
MOZ,2020,6.26059
MMR,1972,2.8896
MMR,1973,3.32552
MMR,1975,2.4742
MMR,1976,1.89257
MMR,1977,1.76491
MMR,1978,1.70679
MMR,1995,1.36479
MMR,2010,0.9
MMR,2011,0.85032
MMR,2012,1.6
MMR,2013,2.1
MMR,2014,1.9
MMR,2015,2.1
MMR,2016,1.9
MMR,2017,2.32634
MMR,2018,2.15748
MMR,2019,2.13987
NAM,1999,7.13076
NAM,2000,6.90178
NAM,2001,6.88887
NAM,2002,6.74233
NAM,2003,6.13714
NAM,2006,6.03171
NAM,2008,6.40343
NAM,2010,8.2433
NAM,2011,7.39781
NAM,2012,7.7934
NAM,2013,8.60933
NAM,2014,9.57785
NAM,2015,9.85077
NAM,2016,10.6388
NAM,2017,9.70867
NAM,2018,8.88112
NAM,2019,8.92703
NAM,2020,9.4469
NAM,2021,9.64049
NRU,2007,4.24615
NRU,2014,5.4980936
NRU,2015,5.59443
NRU,2016,6.19528
NRU,2017,6.61619
NRU,2018,5.87716
NRU,2019,5.59654
NRU,2020,5.16705
NRU,2021,7.0916953
NPL,1998,2.89288
NPL,1999,2.89331
NPL,2000,2.97515
NPL,2001,3.70838
NPL,2002,3.15284
NPL,2003,3.11435
NPL,2004,3.17194
NPL,2005,3.36464
NPL,2006,3.60536
NPL,2007,3.51721
NPL,2008,3.80517
NPL,2009,4.66376
NPL,2010,3.63172
NPL,2011,3.84262
NPL,2012,3.5289886
NPL,2013,3.2026863
NPL,2014,3.485994
NPL,2015,3.2942536
NPL,2016,3.4771123
NPL,2017,3.5289237
NPL,2018,3.6644056
NPL,2019,3.4856808
NPL,2020,4.183101
NLD,1937,1.5
NLD,1960,4.9
NLD,1970,6.22115
NLD,1971,6.3282
NLD,1972,6.31849
NLD,1973,5.84295
NLD,1974,6.33589
NLD,1975,6.37166
NLD,1976,6.31229
NLD,1977,6.18251
NLD,1978,6.18442
NLD,1979,6.09033
NLD,1980,5.8928
NLD,1981,5.74937
NLD,1982,5.69501
NLD,1983,5.50079
NLD,1984,5.09011
NLD,1985,5.47288
NLD,1986,5.56155
NLD,1987,5.89792
NLD,1988,5.47146
NLD,1990,5.22879
NLD,1991,5.16165
NLD,1993,4.75661
NLD,1994,4.66325
NLD,1995,4.57888
NLD,1996,4.49419
NLD,1998,4.54057
NLD,1999,4.507
NLD,2000,4.58512
NLD,2001,4.69965
NLD,2002,4.8059
NLD,2003,5.04042
NLD,2004,5.06297
NLD,2005,5.1094
NLD,2006,5.04402
NLD,2007,4.88683
NLD,2008,5.02905
NLD,2009,5.43156
NLD,2010,5.48909
NLD,2011,5.46304
NLD,2012,5.41022
NLD,2013,5.52656
NLD,2014,5.4589
NLD,2015,5.34816
NLD,2016,5.4796
NLD,2017,5.1751
NLD,2018,5.35765
NLD,2019,5.15986
NLD,2020,5.3
NZL,1937,2.3
NZL,1960,3.2
NZL,1973,4.75323
NZL,1974,4.7468
NZL,1975,5.16753
NZL,1976,5.45474
NZL,1977,4.45267
NZL,1978,4.53253
NZL,1979,4.46766
NZL,1980,4.23265
NZL,1981,4.44055
NZL,1982,4.5327
NZL,1984,4.04568
NZL,1985,3.5463
NZL,1986,3.43031
NZL,1987,3.91739
NZL,1988,4.42586
NZL,1989,4.81824
NZL,1993,7.3
NZL,1994,5.92605
NZL,1995,5.74213
NZL,1996,6.38372
NZL,1997,6.15722
NZL,1999,6.63621
NZL,2001,6.56049
NZL,2002,6.40699
NZL,2003,6.43753
NZL,2004,6.51203
NZL,2005,6.27896
NZL,2006,5.95276
NZL,2007,5.91965
NZL,2008,5.51145
NZL,2009,6.28817
NZL,2010,7.00039
NZL,2011,6.93969
NZL,2012,7.15993
NZL,2013,6.70155
NZL,2014,6.34243
NZL,2015,6.32506
NZL,2016,6.41179
NZL,2017,6.25974
NZL,2018,6.0485
NZL,2019,5.16372
NZL,2020,5.98
NIC,1970,2.03859
NIC,1971,2.49203
NIC,1979,2.82278
NIC,1980,3.26241
NIC,1982,3.79268
NIC,1984,5.9789
NIC,1987,5.35175
NIC,1992,2.98497
NIC,1998,2.22585
NIC,1999,2.92365
NIC,2000,3.0016
NIC,2002,2.39101
NIC,2003,2.42201
NIC,2010,4.48424
NIC,2014,4.08329
NIC,2015,4.07843
NIC,2016,4.08114
NIC,2017,4.3577
NIC,2018,4.47
NIC,2019,4.6
NIC,2020,4.63
NER,1971,1.05227
NER,1990,2.07437
NER,1991,2.30833
NER,1992,2.24298
NER,1993,2.06512
NER,1994,2.26539
NER,1995,2.32975
NER,1996,2.14418
NER,1999,2.56853
NER,2000,2.56502
NER,2001,2.27982
NER,2002,2.40134
NER,2003,1.93706
NER,2006,2.55852
NER,2007,3.01462
NER,2008,2.72312
NER,2009,3.33588
NER,2010,2.72195
NER,2011,3.07762
NER,2012,3.18682
NER,2013,3.68953
NER,2014,5.10368
NER,2015,4.48669
NER,2016,2.95843
NER,2017,2.57818
NER,2018,3.45728
NER,2019,3.52753
NER,2020,3.83761
NGA,1974,3.21017
NGA,1975,3.06369
NGA,2010,0.4663837
NGA,2011,0.58260936
NGA,2012,0.5454573
NGA,2013,0.5256143
,1971,7.71019
,1972,7.61541
,1973,7.0375
,1974,6.68963
,1975,6.44295
,1976,6.72099
,1977,6.73353
,1978,7.09767
,1979,6.71475
,1980,6.48467
,1981,6.43061
,1982,6.51914
,1983,6.88043
,1984,6.64404
,1985,6.21287
,1986,6.04419
,1987,6.32446
,1988,6.17615
,1989,6.09832
,1990,5.99199
,1991,6.8843
,1992,6.77094
,1993,7.70426
,1994,6.68002
,1995,6.32445
,1998,5.49377
,1999,5.5308
,2000,5.42332
,2001,4.95303
,2002,4.99308
,2005,4.76588
,2007,4.76641
,2008,4.62612
,2009,4.84058
,2010,6.038172
,2011,5.8918076
,2012,5.484222
,2013,5.4199705
,2014,5.490489
,2015,4.846395
,2016,4.8072853
,2017,5.034595
,2018,4.9006553
,2019,4.88082
,2020,5.61
MKD,1992,4.73345
MKD,1993,4.63057
MKD,1994,4.52629
MKD,1995,4.27123
MKD,1996,4.30311
MKD,2002,3.30015
NOR,1870,0.5
NOR,1913,1.4
NOR,1937,1.9
NOR,1960,4.2
NOR,1972,5.90406
NOR,1973,5.89172
NOR,1974,5.67366
NOR,1975,5.55022
NOR,1976,6.1636
NOR,1977,5.97281
NOR,1978,6.44435
NOR,1980,5.78015
NOR,1981,5.54364
NOR,1982,5.67885
NOR,1983,5.6463
NOR,1984,5.42937
NOR,1985,5.25567
NOR,1986,5.53983
NOR,1987,5.78807
NOR,1988,5.86597
NOR,1989,6.29986
NOR,1990,6.31038
NOR,1991,6.37322
NOR,1992,6.63614
NOR,1993,7.67664
NOR,1994,7.83043
NOR,1995,7.69568
NOR,1996,7.13805
NOR,1997,7.30343
NOR,1998,7.36078
NOR,1999,6.96648
NOR,2000,6.46727
NOR,2001,6.83063
NOR,2002,7.43729
NOR,2003,7.41636
NOR,2004,7.29827
NOR,2005,6.86507
NOR,2006,6.38276
NOR,2007,6.5344
NOR,2008,6.28522
NOR,2009,7.10337
NOR,2010,6.74634
NOR,2011,6.45452
NOR,2012,7.3747
NOR,2013,7.48535
NOR,2014,7.69504
NOR,2015,7.56933
NOR,2016,8.03055
NOR,2017,7.91198
NOR,2018,7.64411
NOR,2019,7.93839
NOR,2020,5.9
OMN,1986,3.79283
OMN,1987,3.65626
OMN,1988,3.38989
OMN,1989,2.97824
